Genome,Start,Stop,Id,Sample
"gi|117530171|ref|NC_008562.1|",121935,122061,94.44,Sample_49640
"gi|117530171|ref|NC_008562.1|",132905,133031,96.82,Sample_49640
"gi|117530171|ref|NC_008562.1|",91371,91497,96.82,Sample_49640
"gi|117530171|ref|NC_008562.1|",68266,68392,98.41,Sample_49640
"gi|117530171|ref|NC_008562.1|",65254,65380,94.44,Sample_49640
"gi|117530171|ref|NC_008562.1|",1195,1321,86.5,Sample_49640
"gi|117530171|ref|NC_008562.1|",46961,47087,90.55,Sample_49640
"gi|117530171|ref|NC_008562.1|",21551,21677,88.88,Sample_49640
"gi|117530171|ref|NC_008562.1|",119488,119614,93.65,Sample_49640
"gi|117530171|ref|NC_008562.1|",9290,9416,90.47,Sample_49640
"gi|117530171|ref|NC_008562.1|",64373,64499,97.61,Sample_49640
"gi|117530171|ref|NC_008562.1|",143735,143861,96.03,Sample_49640
"gi|117530171|ref|NC_008562.1|",23572,23698,92.06,Sample_49640
"gi|117530171|ref|NC_008562.1|",47289,47415,92.85,Sample_49640
"gi|117530171|ref|NC_008562.1|",91715,91841,96.03,Sample_49640
"gi|117530171|ref|NC_008562.1|",58893,59019,96.03,Sample_49640
"gi|117530171|ref|NC_008562.1|",17384,17510,96.82,Sample_49640
"gi|117530171|ref|NC_008562.1|",77669,77795,94.44,Sample_49640
"gi|117530171|ref|NC_008562.1|",33285,33411,96.82,Sample_49640
"gi|117530171|ref|NC_008562.1|",106221,106347,94.44,Sample_49640
"gi|117530171|ref|NC_008562.1|",74007,74133,93.65,Sample_49640
"gi|117530171|ref|NC_008562.1|",116283,116409,96.03,Sample_49640
"gi|117530171|ref|NC_008562.1|",13391,13517,93.65,Sample_49640
"gi|117530171|ref|NC_008562.1|",12299,12425,91.26,Sample_49640
"gi|117530171|ref|NC_008562.1|",74924,75050,93.65,Sample_49640
"gi|117530171|ref|NC_008562.1|",43653,43779,93.65,Sample_49640
"gi|117530171|ref|NC_008562.1|",147094,147220,97.61,Sample_49640
"gi|117530171|ref|NC_008562.1|",73213,73339,97.61,Sample_49640
"gi|117530171|ref|NC_008562.1|",46083,46209,92.06,Sample_49640
"gi|117530171|ref|NC_008562.1|",39397,39523,89.68,Sample_49640
"gi|117530171|ref|NC_008562.1|",49075,49201,90.76,Sample_49640
"gi|117530171|ref|NC_008562.1|",776,902,96.03,Sample_49640
"gi|117530171|ref|NC_008562.1|",4799,4925,92.24,Sample_49640
"gi|117530171|ref|NC_008562.1|",47385,47511,90.47,Sample_49640
"gi|117530171|ref|NC_008562.1|",38776,38902,84.92,Sample_49640
"gi|117530171|ref|NC_008562.1|",20171,20297,88.09,Sample_49640
"gi|117530171|ref|NC_008562.1|",87207,87333,96.03,Sample_49640
"gi|117530171|ref|NC_008562.1|",74198,74324,96.03,Sample_49640
"gi|117530171|ref|NC_008562.1|",21451,21577,95.23,Sample_49640
"gi|117530171|ref|NC_008562.1|",71120,71246,96.82,Sample_49640
"gi|117530171|ref|NC_008562.1|",137109,137235,92.56,Sample_49640
"gi|117530171|ref|NC_008562.1|",101774,101900,96.82,Sample_49640
"gi|117530171|ref|NC_008562.1|",72261,72387,95.23,Sample_49640
"gi|117530171|ref|NC_008562.1|",5327,5453,96.82,Sample_49640
"gi|117530171|ref|NC_008562.1|",15788,15914,95.23,Sample_49640
"gi|117530171|ref|NC_008562.1|",117228,117354,94.44,Sample_49640
"gi|117530171|ref|NC_008562.1|",51007,51133,89.68,Sample_49640
"gi|117530171|ref|NC_008562.1|",80874,81000,97.29,Sample_49640
"gi|117530171|ref|NC_008562.1|",106645,106771,98.41,Sample_49640
"gi|117530171|ref|NC_008562.1|",70908,71034,93.65,Sample_49640
"gi|117530171|ref|NC_008562.1|",6445,6571,95.23,Sample_49640
"gi|117530171|ref|NC_008562.1|",14976,15102,92.85,Sample_49640
"gi|117530171|ref|NC_008562.1|",63874,64000,96.03,Sample_49640
"gi|117530171|ref|NC_008562.1|",108704,108830,98.41,Sample_49640
"gi|117530171|ref|NC_008562.1|",70801,70927,90.47,Sample_49640
"gi|117530171|ref|NC_008562.1|",152613,152739,90.4,Sample_49640
"gi|117530171|ref|NC_008562.1|",132006,132132,96.82,Sample_49640
"gi|117530171|ref|NC_008562.1|",11043,11169,94.44,Sample_49640
"gi|117530171|ref|NC_008562.1|",52273,52399,96.03,Sample_49640
"gi|117530171|ref|NC_008562.1|",128775,128901,96.03,Sample_49640
"gi|117530171|ref|NC_008562.1|",154938,155064,95.23,Sample_49640
"gi|117530171|ref|NC_008562.1|",139415,139541,93.65,Sample_49640
"gi|117530171|ref|NC_008562.1|",132175,132301,93.65,Sample_49640
"gi|117530171|ref|NC_008562.1|",127812,127938,94.44,Sample_49640
"gi|117530171|ref|NC_008562.1|",75806,75932,99.2,Sample_49640
"gi|117530171|ref|NC_008562.1|",17444,17570,95.23,Sample_49640
"gi|117530171|ref|NC_008562.1|",32892,33018,93.65,Sample_49640
"gi|117530171|ref|NC_008562.1|",102810,102936,98.41,Sample_49640
"gi|117530171|ref|NC_008562.1|",117886,118012,95.23,Sample_49640
"gi|117530171|ref|NC_008562.1|",95985,96111,93.65,Sample_49640
"gi|117530171|ref|NC_008562.1|",87131,87257,96.03,Sample_49640
"gi|117530171|ref|NC_008562.1|",87171,87297,96.03,Sample_49640
"gi|117530171|ref|NC_008562.1|",118875,119001,96.03,Sample_49640
"gi|117530171|ref|NC_008562.1|",114563,114689,96.82,Sample_49640
"gi|117530171|ref|NC_008562.1|",73391,73517,96.82,Sample_49640
"gi|117530171|ref|NC_008562.1|",103094,103220,93.65,Sample_49640
"gi|117530171|ref|NC_008562.1|",55353,55479,98.37,Sample_49640
"gi|117530171|ref|NC_008562.1|",33234,33360,97.61,Sample_49640
"gi|117530171|ref|NC_008562.1|",84684,84810,93.75,Sample_49640
"gi|117530171|ref|NC_008562.1|",90039,90165,92.85,Sample_49640
"gi|117530171|ref|NC_008562.1|",75461,75587,93.65,Sample_49640
"gi|117530171|ref|NC_008562.1|",37291,37417,89.68,Sample_49640
"gi|117530171|ref|NC_008562.1|",72418,72544,96.82,Sample_49640
"gi|117530171|ref|NC_008562.1|",46487,46613,92.06,Sample_49640
"gi|117530171|ref|NC_008562.1|",65452,65578,96.82,Sample_49640
"gi|117530171|ref|NC_008562.1|",62920,63046,95.23,Sample_49640
"gi|117530171|ref|NC_008562.1|",16504,16630,94.44,Sample_49640
"gi|117530171|ref|NC_008562.1|",143944,144070,91.26,Sample_49640
"gi|117530171|ref|NC_008562.1|",72970,73096,95.23,Sample_49640
"gi|117530171|ref|NC_008562.1|",69143,69269,96.82,Sample_49640
"gi|117530171|ref|NC_008562.1|",119966,120092,94.44,Sample_49640
"gi|117530171|ref|NC_008562.1|",8824,8950,88.09,Sample_49640
"gi|117530171|ref|NC_008562.1|",70709,70835,94.44,Sample_49640
"gi|117530171|ref|NC_008562.1|",87336,87462,96.82,Sample_49640
"gi|117530171|ref|NC_008562.1|",141603,141729,94.44,Sample_49640
"gi|117530171|ref|NC_008562.1|",47547,47673,100,Sample_49640
"gi|117530171|ref|NC_008562.1|",121444,121570,84.12,Sample_49640
"gi|117530171|ref|NC_008562.1|",115913,116039,97.61,Sample_49640
"gi|117530171|ref|NC_008562.1|",2905,3031,98.41,Sample_49640
"gi|117530171|ref|NC_008562.1|",15157,15283,94.44,Sample_49640
"gi|117530171|ref|NC_008562.1|",128677,128803,95.23,Sample_49640
"gi|117530171|ref|NC_008562.1|",43928,44054,89.68,Sample_49640
"gi|117530171|ref|NC_008562.1|",142500,142626,89.68,Sample_49640
"gi|117530171|ref|NC_008562.1|",67072,67198,91.26,Sample_49640
"gi|117530171|ref|NC_008562.1|",69429,69555,98.41,Sample_49640
"gi|117530171|ref|NC_008562.1|",34292,34418,87.5,Sample_49640
"gi|117530171|ref|NC_008562.1|",9218,9344,92.06,Sample_49640
"gi|117530171|ref|NC_008562.1|",16843,16969,93.65,Sample_49640
"gi|117530171|ref|NC_008562.1|",69719,69845,97.61,Sample_49640
"gi|117530171|ref|NC_008562.1|",119519,119645,92.06,Sample_49640
"gi|117530171|ref|NC_008562.1|",86359,86485,96.03,Sample_49640
"gi|117530171|ref|NC_008562.1|",93091,93217,96.03,Sample_49640
"gi|117530171|ref|NC_008562.1|",111704,111830,92.06,Sample_49640
"gi|117530171|ref|NC_008562.1|",45961,46087,89.68,Sample_49640
"gi|117530171|ref|NC_008562.1|",106945,107071,96.82,Sample_49640
"gi|117530171|ref|NC_008562.1|",121369,121495,95.23,Sample_49640
"gi|117530171|ref|NC_008562.1|",8533,8659,99.2,Sample_49640
"gi|117530171|ref|NC_008562.1|",102883,103009,96.82,Sample_49640
"gi|117530171|ref|NC_008562.1|",60658,60784,97.61,Sample_49640
"gi|117530171|ref|NC_008562.1|",102924,103050,95.23,Sample_49640
"gi|117530171|ref|NC_008562.1|",77975,78101,96.03,Sample_49640
"gi|117530171|ref|NC_008562.1|",83472,83598,96.82,Sample_49640
"gi|117530171|ref|NC_008562.1|",45567,45693,96.03,Sample_49640
"gi|117530171|ref|NC_008562.1|",32885,33011,93.65,Sample_49640
"gi|117530171|ref|NC_008562.1|",76534,76660,92.06,Sample_49640
"gi|117530171|ref|NC_008562.1|",109024,109150,95.23,Sample_49640
"gi|117530171|ref|NC_008562.1|",114357,114483,93.65,Sample_49640
"gi|117530171|ref|NC_008562.1|",85886,86012,90.47,Sample_49640
"gi|117530171|ref|NC_008562.1|",86446,86572,93.65,Sample_49640
"gi|117530171|ref|NC_008562.1|",100076,100202,97.61,Sample_49640
"gi|117530171|ref|NC_008562.1|",89803,89929,90.47,Sample_49640
"gi|117530171|ref|NC_008562.1|",82531,82657,96.82,Sample_49640
"gi|117530171|ref|NC_008562.1|",111189,111315,87.3,Sample_49640
"gi|117530171|ref|NC_008562.1|",101728,101854,98.41,Sample_49640
"gi|117530171|ref|NC_008562.1|",148161,148287,93.65,Sample_49640
"gi|117530171|ref|NC_008562.1|",118539,118665,94.44,Sample_49640
"gi|117530171|ref|NC_008562.1|",125647,125773,93.65,Sample_49640
"gi|117530171|ref|NC_008562.1|",89265,89391,99.2,Sample_49640
"gi|117530171|ref|NC_008562.1|",147842,147968,90.47,Sample_49640
"gi|117530171|ref|NC_008562.1|",161229,161355,88.09,Sample_49640
"gi|117530171|ref|NC_008562.1|",126624,126750,90.47,Sample_49640
"gi|117530171|ref|NC_008562.1|",113312,113438,96.03,Sample_49640
"gi|117530171|ref|NC_008562.1|",107543,107669,96.82,Sample_49640
"gi|117530171|ref|NC_008562.1|",6969,7095,97.61,Sample_49640
"gi|117530171|ref|NC_008562.1|",45560,45686,96.82,Sample_49640
"gi|117530171|ref|NC_008562.1|",147442,147568,95.23,Sample_49640
"gi|117530171|ref|NC_008562.1|",51090,51216,89.68,Sample_49640
"gi|117530171|ref|NC_008562.1|",111609,111735,96.82,Sample_49640
"gi|117530171|ref|NC_008562.1|",2020,2146,95.23,Sample_49640
"gi|117530171|ref|NC_008562.1|",103818,103944,93.65,Sample_49640
"gi|117530171|ref|NC_008562.1|",59397,59523,94.44,Sample_49640
"gi|117530171|ref|NC_008562.1|",288,414,89.68,Sample_49640
"gi|117530171|ref|NC_008562.1|",120838,120964,92.85,Sample_49640
"gi|117530171|ref|NC_008562.1|",106070,106196,91.26,Sample_49640
"gi|117530171|ref|NC_008562.1|",94535,94661,96.82,Sample_49640
"gi|117530171|ref|NC_008562.1|",56053,56179,99.2,Sample_49640
"gi|117530171|ref|NC_008562.1|",46380,46506,92.68,Sample_49640
"gi|117530171|ref|NC_008562.1|",113918,114044,94.44,Sample_49640
"gi|117530171|ref|NC_008562.1|",3217,3343,96.82,Sample_49640
"gi|117530171|ref|NC_008562.1|",32767,32893,94.44,Sample_49640
"gi|117530171|ref|NC_008562.1|",83705,83831,95.23,Sample_49640
"gi|117530171|ref|NC_008562.1|",83726,83852,95.23,Sample_49640
"gi|117530171|ref|NC_008562.1|",11482,11608,96.82,Sample_49640
"gi|117530171|ref|NC_008562.1|",14860,14986,96.82,Sample_49640
"gi|117530171|ref|NC_008562.1|",90101,90227,92.06,Sample_49640
"gi|117530171|ref|NC_008562.1|",102396,102522,96.03,Sample_49640
"gi|117530171|ref|NC_008562.1|",20756,20882,96.03,Sample_49640
"gi|117530171|ref|NC_008562.1|",5081,5207,93.49,Sample_49640
"gi|117530171|ref|NC_008562.1|",113118,113244,97.61,Sample_49640
"gi|117530171|ref|NC_008562.1|",155982,156108,97.61,Sample_49640
"gi|117530171|ref|NC_008562.1|",123561,123687,95.23,Sample_49640
"gi|117530171|ref|NC_008562.1|",69686,69812,96.82,Sample_49640
"gi|117530171|ref|NC_008562.1|",152718,152844,90.47,Sample_49640
"gi|117530171|ref|NC_008562.1|",127885,128011,95.23,Sample_49640
"gi|117530171|ref|NC_008562.1|",17771,17897,93.65,Sample_49640
"gi|117530171|ref|NC_008562.1|",28036,28162,92.06,Sample_49640
"gi|117530171|ref|NC_008562.1|",107714,107840,96.82,Sample_49640
"gi|117530171|ref|NC_008562.1|",113601,113727,96.82,Sample_49640
"gi|117530171|ref|NC_008562.1|",16413,16539,93.65,Sample_49640
"gi|117530171|ref|NC_008562.1|",70621,70747,96.03,Sample_49640
"gi|117530171|ref|NC_008562.1|",17064,17190,91.26,Sample_49640
"gi|117530171|ref|NC_008562.1|",76401,76527,93.65,Sample_49640
"gi|117530171|ref|NC_008562.1|",156257,156383,97.61,Sample_49640
"gi|117530171|ref|NC_008562.1|",71956,72082,95.23,Sample_49640
"gi|117530171|ref|NC_008562.1|",81154,81280,97.61,Sample_49640
"gi|117530171|ref|NC_008562.1|",67537,67663,96.82,Sample_49640
"gi|117530171|ref|NC_008562.1|",49089,49215,91.53,Sample_49640
"gi|117530171|ref|NC_008562.1|",110383,110509,98.41,Sample_49640
"gi|117530171|ref|NC_008562.1|",56671,56797,96.82,Sample_49640
"gi|117530171|ref|NC_008562.1|",49167,49293,88.88,Sample_49640
"gi|117530171|ref|NC_008562.1|",158660,158786,96.03,Sample_49640
"gi|117530171|ref|NC_008562.1|",7264,7390,91.26,Sample_49640
"gi|117530171|ref|NC_008562.1|",157247,157373,96.03,Sample_49640
"gi|117530171|ref|NC_008562.1|",58040,58166,98.41,Sample_49640
"gi|117530171|ref|NC_008562.1|",117002,117128,99.2,Sample_49640
"gi|117530171|ref|NC_008562.1|",54602,54728,100,Sample_49640
"gi|117530171|ref|NC_008562.1|",113771,113897,96.82,Sample_49640
"gi|117530171|ref|NC_008562.1|",60921,61047,97.61,Sample_49640
"gi|117530171|ref|NC_008562.1|",157308,157434,98.41,Sample_49640
"gi|117530171|ref|NC_008562.1|",126935,127061,96.82,Sample_49640
"gi|117530171|ref|NC_008562.1|",67734,67860,99.2,Sample_49640
"gi|117530171|ref|NC_008562.1|",43947,44073,90.47,Sample_49640
"gi|117530171|ref|NC_008562.1|",130421,130547,95.23,Sample_49640
"gi|117530171|ref|NC_008562.1|",76163,76289,95.23,Sample_49640
"gi|117530171|ref|NC_008562.1|",2175,2301,94.44,Sample_49640
"gi|117530171|ref|NC_008562.1|",87501,87627,96.82,Sample_49640
"gi|117530171|ref|NC_008562.1|",77128,77254,99.2,Sample_49640
"gi|117530171|ref|NC_008562.1|",23817,23943,95.23,Sample_49640
"gi|117530171|ref|NC_008562.1|",2977,3103,94.44,Sample_49640
"gi|117530171|ref|NC_008562.1|",89559,89685,88.88,Sample_49640
"gi|117530171|ref|NC_008562.1|",79012,79138,90.47,Sample_49640
"gi|117530171|ref|NC_008562.1|",110188,110314,91.26,Sample_49640
"gi|117530171|ref|NC_008562.1|",59990,60116,85.71,Sample_49640
"gi|117530171|ref|NC_008562.1|",6548,6674,96.82,Sample_49640
"gi|117530171|ref|NC_008562.1|",87720,87846,97.61,Sample_49640
"gi|117530171|ref|NC_008562.1|",80058,80184,92.06,Sample_49640
"gi|117530171|ref|NC_008562.1|",85257,85383,91.26,Sample_49640
"gi|117530171|ref|NC_008562.1|",92057,92183,97.61,Sample_49640
"gi|117530171|ref|NC_008562.1|",154088,154214,92.06,Sample_49640
"gi|117530171|ref|NC_008562.1|",58753,58879,95.23,Sample_49640
"gi|117530171|ref|NC_008562.1|",59241,59367,95.23,Sample_49640
"gi|117530171|ref|NC_008562.1|",77184,77310,98.41,Sample_49640
"gi|117530171|ref|NC_008562.1|",91596,91722,96.82,Sample_49640
"gi|117530171|ref|NC_008562.1|",110139,110265,92.06,Sample_49640
"gi|117530171|ref|NC_008562.1|",33518,33644,89.68,Sample_49640
"gi|117530171|ref|NC_008562.1|",148590,148716,92.85,Sample_49640
"gi|117530171|ref|NC_008562.1|",113162,113288,96.03,Sample_49640
"gi|117530171|ref|NC_008562.1|",79083,79209,88.09,Sample_49640
"gi|117530171|ref|NC_008562.1|",116166,116292,99.2,Sample_49640
"gi|117530171|ref|NC_008562.1|",92051,92177,93.65,Sample_49640
"gi|117530171|ref|NC_008562.1|",12177,12303,96.03,Sample_49640
"gi|117530171|ref|NC_008562.1|",149459,149585,97.61,Sample_49640
"gi|117530171|ref|NC_008562.1|",129553,129679,94.44,Sample_49640
"gi|117530171|ref|NC_008562.1|",153615,153741,98.41,Sample_49640
"gi|117530171|ref|NC_008562.1|",69362,69488,96.82,Sample_49640
"gi|117530171|ref|NC_008562.1|",83838,83964,94.44,Sample_49640
"gi|117530171|ref|NC_008562.1|",87246,87372,93.65,Sample_49640
"gi|117530171|ref|NC_008562.1|",115267,115393,98.41,Sample_49640
"gi|117530171|ref|NC_008562.1|",112084,112210,96.82,Sample_49640
"gi|117530171|ref|NC_008562.1|",91388,91514,97.61,Sample_49640
"gi|117530171|ref|NC_008562.1|",14784,14910,98.41,Sample_49640
"gi|117530171|ref|NC_008562.1|",86254,86380,95.23,Sample_49640
"gi|117530171|ref|NC_008562.1|",82215,82341,97.61,Sample_49640
"gi|117530171|ref|NC_008562.1|",78616,78742,95.23,Sample_49640
"gi|117530171|ref|NC_008562.1|",150179,150305,95.23,Sample_49640
"gi|117530171|ref|NC_008562.1|",67503,67629,96.87,Sample_49640
"gi|117530171|ref|NC_008562.1|",105290,105416,94.44,Sample_49640
"gi|117530171|ref|NC_008562.1|",78917,79043,91.26,Sample_49640
"gi|117530171|ref|NC_008562.1|",144881,145007,98.38,Sample_49640
"gi|117530171|ref|NC_008562.1|",106164,106290,90.47,Sample_49640
"gi|117530171|ref|NC_008562.1|",93034,93160,96.03,Sample_49640
"gi|117530171|ref|NC_008562.1|",5326,5452,97.61,Sample_49640
"gi|117530171|ref|NC_008562.1|",92796,92922,98.41,Sample_49640
"gi|117530171|ref|NC_008562.1|",51807,51933,92.85,Sample_49640
"gi|117530171|ref|NC_008562.1|",4209,4335,93.44,Sample_49640
"gi|117530171|ref|NC_008562.1|",128365,128491,92.85,Sample_49640
"gi|117530171|ref|NC_008562.1|",12676,12802,96.03,Sample_49640
"gi|117530171|ref|NC_008562.1|",3726,3852,94.44,Sample_49640
"gi|117530171|ref|NC_008562.1|",125393,125519,91.26,Sample_49640
"gi|117530171|ref|NC_008562.1|",7985,8111,94.44,Sample_49640
"gi|117530171|ref|NC_008562.1|",17776,17902,93.65,Sample_49640
"gi|117530171|ref|NC_008562.1|",106380,106506,94.44,Sample_49640
"gi|117530171|ref|NC_008562.1|",3381,3507,96.82,Sample_49640
"gi|117530171|ref|NC_008562.1|",158445,158571,99.2,Sample_49640
"gi|117530171|ref|NC_008562.1|",78010,78136,97.61,Sample_49640
"gi|117530171|ref|NC_008562.1|",148285,148411,95.23,Sample_49640
"gi|117530171|ref|NC_008562.1|",158846,158972,96.03,Sample_49640
"gi|117530171|ref|NC_008562.1|",128433,128559,96.82,Sample_49640
"gi|117530171|ref|NC_008562.1|",5823,5949,93.65,Sample_49640
"gi|117530171|ref|NC_008562.1|",161160,161286,92.06,Sample_49640
"gi|117530171|ref|NC_008562.1|",43675,43801,92.8,Sample_49640
"gi|117530171|ref|NC_008562.1|",62391,62517,92.85,Sample_49640
"gi|117530171|ref|NC_008562.1|",29367,29493,96.03,Sample_49640
"gi|117530171|ref|NC_008562.1|",72082,72208,92.06,Sample_49640
"gi|117530171|ref|NC_008562.1|",57079,57205,96.03,Sample_49640
"gi|117530171|ref|NC_008562.1|",49153,49279,90.47,Sample_49640
"gi|117530171|ref|NC_008562.1|",104684,104810,91.26,Sample_49640
"gi|117530171|ref|NC_008562.1|",57829,57955,90.47,Sample_49640
"gi|117530171|ref|NC_008562.1|",44806,44932,91.4,Sample_49640
"gi|117530171|ref|NC_008562.1|",158366,158492,96.82,Sample_49640
"gi|117530171|ref|NC_008562.1|",67968,68094,96.82,Sample_49640
"gi|117530171|ref|NC_008562.1|",7581,7707,91.26,Sample_49640
"gi|117530171|ref|NC_008562.1|",125145,125271,97.61,Sample_49640
"gi|117530171|ref|NC_008562.1|",106437,106563,94.44,Sample_49640
"gi|117530171|ref|NC_008562.1|",124503,124629,92.85,Sample_49640
"gi|117530171|ref|NC_008562.1|",116603,116729,97.61,Sample_49640
"gi|117530171|ref|NC_008562.1|",76001,76127,92.85,Sample_49640
"gi|117530171|ref|NC_008562.1|",17189,17315,97.61,Sample_49640
"gi|117530171|ref|NC_008562.1|",156409,156535,99.2,Sample_49640
"gi|117530171|ref|NC_008562.1|",12617,12743,95.23,Sample_49640
"gi|117530171|ref|NC_008562.1|",113533,113659,96.03,Sample_49640
"gi|117530171|ref|NC_008562.1|",100126,100252,97.61,Sample_49640
"gi|117530171|ref|NC_008562.1|",129987,130113,93.65,Sample_49640
"gi|117530171|ref|NC_008562.1|",152748,152874,91.26,Sample_49640
"gi|117530171|ref|NC_008562.1|",106428,106554,93.65,Sample_49640
"gi|117530171|ref|NC_008562.1|",29267,29393,88.23,Sample_49640
"gi|117530171|ref|NC_008562.1|",16310,16436,83.33,Sample_49640
"gi|117530171|ref|NC_008562.1|",36401,36527,94.44,Sample_49640
"gi|117530171|ref|NC_008562.1|",126831,126957,95.23,Sample_49640
"gi|117530171|ref|NC_008562.1|",11378,11504,95.23,Sample_49640
"gi|117530171|ref|NC_008562.1|",94041,94167,96.82,Sample_49640
"gi|117530171|ref|NC_008562.1|",116076,116202,97.61,Sample_49640
"gi|117530171|ref|NC_008562.1|",61731,61857,82.53,Sample_49640
"gi|117530171|ref|NC_008562.1|",118084,118210,96.03,Sample_49640
"gi|117530171|ref|NC_008562.1|",143138,143264,95.23,Sample_49640
"gi|117530171|ref|NC_008562.1|",47086,47212,96.82,Sample_49640
"gi|117530171|ref|NC_008562.1|",150596,150722,95.23,Sample_49640
"gi|117530171|ref|NC_008562.1|",100791,100917,96.03,Sample_49640
"gi|117530171|ref|NC_008562.1|",9813,9939,92,Sample_49640
"gi|117530171|ref|NC_008562.1|",160831,160957,98.41,Sample_49640
"gi|117530171|ref|NC_008562.1|",44633,44759,96.03,Sample_49640
"gi|117530171|ref|NC_008562.1|",7625,7751,87.3,Sample_49640
"gi|117530171|ref|NC_008562.1|",153420,153546,96.82,Sample_49640
"gi|117530171|ref|NC_008562.1|",65016,65142,91.26,Sample_49640
"gi|117530171|ref|NC_008562.1|",2240,2366,97.61,Sample_49640
"gi|117530171|ref|NC_008562.1|",112813,112939,97.61,Sample_49640
"gi|117530171|ref|NC_008562.1|",88628,88754,93.65,Sample_49640
"gi|117530171|ref|NC_008562.1|",68809,68935,97.61,Sample_49640
"gi|117530171|ref|NC_008562.1|",97625,97751,91.26,Sample_49640
"gi|117530171|ref|NC_008562.1|",127278,127404,96.82,Sample_49640
"gi|117530171|ref|NC_008562.1|",81252,81378,95.23,Sample_49640
"gi|117530171|ref|NC_008562.1|",99805,99931,95.23,Sample_49640
"gi|117530171|ref|NC_008562.1|",21754,21880,95.23,Sample_49640
"gi|117530171|ref|NC_008562.1|",46500,46626,91.26,Sample_49640
"gi|117530171|ref|NC_008562.1|",91919,92045,96.69,Sample_49640
"gi|117530171|ref|NC_008562.1|",132896,133022,93.65,Sample_49640
"gi|117530171|ref|NC_008562.1|",107467,107593,96.82,Sample_49640
"gi|117530171|ref|NC_008562.1|",94185,94311,89.68,Sample_49640
"gi|117530171|ref|NC_008562.1|",76593,76719,92.85,Sample_49640
"gi|117530171|ref|NC_008562.1|",53109,53235,92.06,Sample_49640
"gi|117530171|ref|NC_008562.1|",131167,131293,96.03,Sample_49640
"gi|117530171|ref|NC_008562.1|",91245,91371,94.44,Sample_49640
"gi|117530171|ref|NC_008562.1|",75907,76033,99.2,Sample_49640
"gi|117530171|ref|NC_008562.1|",11538,11664,96.03,Sample_49640
"gi|117530171|ref|NC_008562.1|",45805,45931,84.12,Sample_49640
"gi|117530171|ref|NC_008562.1|",132203,132329,94.44,Sample_49640
"gi|117530171|ref|NC_008562.1|",47202,47328,93.65,Sample_49640
"gi|117530171|ref|NC_008562.1|",94010,94136,99.2,Sample_49640
"gi|117530171|ref|NC_008562.1|",84564,84690,92.06,Sample_49640
"gi|117530171|ref|NC_008562.1|",13048,13174,93.65,Sample_49640
"gi|117530171|ref|NC_008562.1|",45948,46074,88.88,Sample_49640
"gi|117530171|ref|NC_008562.1|",94130,94256,89.68,Sample_49640
"gi|117530171|ref|NC_008562.1|",47126,47252,96.03,Sample_49640
"gi|117530171|ref|NC_008562.1|",47451,47577,90.55,Sample_49640
"gi|117530171|ref|NC_008562.1|",12680,12806,96.03,Sample_49640
"gi|117530171|ref|NC_008562.1|",1815,1941,96.03,Sample_49640
"gi|117530171|ref|NC_008562.1|",111297,111423,92.85,Sample_49640
"gi|117530171|ref|NC_008562.1|",96252,96378,93.65,Sample_49640
"gi|117530171|ref|NC_008562.1|",38458,38584,91.12,Sample_49640
"gi|117530171|ref|NC_008562.1|",122480,122606,95.23,Sample_49640
"gi|117530171|ref|NC_008562.1|",151751,151877,97.61,Sample_49640
"gi|117530171|ref|NC_008562.1|",121626,121752,92.85,Sample_49640
"gi|117530171|ref|NC_008562.1|",85411,85537,93.65,Sample_49640
"gi|117530171|ref|NC_008562.1|",102650,102776,96.03,Sample_49640
"gi|117530171|ref|NC_008562.1|",46912,47038,88.09,Sample_49640
"gi|117530171|ref|NC_008562.1|",46026,46152,92.85,Sample_49640
"gi|117530171|ref|NC_008562.1|",154723,154849,92.06,Sample_49640
"gi|117530171|ref|NC_008562.1|",20826,20952,96.82,Sample_49640
"gi|117530171|ref|NC_008562.1|",82447,82573,99.2,Sample_49640
"gi|117530171|ref|NC_008562.1|",153691,153817,95.23,Sample_49640
"gi|117530171|ref|NC_008562.1|",74504,74630,91.26,Sample_49640
"gi|117530171|ref|NC_008562.1|",73581,73707,88.09,Sample_49640
"gi|117530171|ref|NC_008562.1|",112416,112542,90.47,Sample_49640
"gi|117530171|ref|NC_008562.1|",89477,89603,92.85,Sample_49640
"gi|117530171|ref|NC_008562.1|",67646,67772,96.82,Sample_49640
"gi|117530171|ref|NC_008562.1|",44339,44465,92.06,Sample_49640
"gi|117530171|ref|NC_008562.1|",620,746,89.68,Sample_49640
"gi|117530171|ref|NC_008562.1|",1267,1393,95.23,Sample_49640
"gi|117530171|ref|NC_008562.1|",146926,147052,96.03,Sample_49640
"gi|117530171|ref|NC_008562.1|",79658,79784,93.65,Sample_49640
"gi|117530171|ref|NC_008562.1|",78937,79063,92.06,Sample_49640
"gi|117530171|ref|NC_008562.1|",55739,55865,96.82,Sample_49640
"gi|117530171|ref|NC_008562.1|",50202,50328,87.3,Sample_49640
"gi|117530171|ref|NC_008562.1|",98393,98519,94.01,Sample_49640
"gi|117530171|ref|NC_008562.1|",143755,143881,96.82,Sample_49640
"gi|117530171|ref|NC_008562.1|",97922,98048,96.03,Sample_49640
"gi|117530171|ref|NC_008562.1|",106543,106669,94.44,Sample_49640
"gi|117530171|ref|NC_008562.1|",115871,115997,98.41,Sample_49640
